Time,Race,Kids_Category,Basket_colour,Shirt_Colour,Pants_Colour,Washer_No,Dryer_No,Day_of_Week,Basket_Size
Late Night,chinese,young,pink,white,blue,6,8,Friday,small
Early Morning,indian,toddler,brown,yellow,blue_jeans,3,9,Wednesday,big
Late Night,chinese,toddler,white,black,blue,3,7,Thursday,small
Night,chinese,young,pink,grey,orange,3,9,Sunday,small
Evening,indian,toddler,orange,black,blue,6,9,Friday,small
Early Morning,foreigner,baby,yellow,pink,black,3,9,Tuesday,small
Morning,indian,toddler,blue,black,pink,6,7,Sunday,small
Morning,foreigner,toddler,brown,purple,pink,4,10,Monday,small
Evening,malay,toddler,purple,green,orange,5,8,Sunday,big
Evening,indian,toddler,yellow,purple,pink,3,7,Monday,small
Late Night,chinese,toddler,pink,grey,red,5,10,Saturday,big
Afternoon,indian,young,black,red,red,4,9,Friday,big
Afternoon,chinese,toddler,grey,black,brown,4,10,Monday,small
Early Morning,foreigner,no_kids,purple,yellow,yellow,6,9,Thursday,big
Evening,foreigner,toddler,white,white,blue_jeans,3,7,Wednesday,small
Afternoon,foreigner,baby,red,white,blue_jeans,4,10,Friday,small
Evening,malay,toddler,brown,red,orange,4,7,Thursday,big
Evening,indian,toddler,red,yellow,blue,3,8,Saturday,big
Afternoon,chinese,no_kids,red,black,black,5,8,Tuesday,big
Night,foreigner,baby,pink,blue,orange,4,9,Wednesday,big
Night,malay,toddler,pink,white,blue,4,9,Tuesday,big
Late Night,foreigner,baby,red,blue,brown,4,9,Friday,small
Morning,foreigner,toddler,grey,green,yellow,5,10,Thursday,big
Evening,chinese,toddler,blue,orange,black,3,10,Saturday,small
Late Night,malay,baby,orange,grey,orange,4,7,Thursday,big
Afternoon,foreigner,no_kids,green,green,black,4,7,Wednesday,big
Evening,chinese,no_kids,pink,green,black,4,10,Friday,small
Early Morning,indian,no_kids,yellow,grey,black,5,7,Wednesday,big
Afternoon,malay,no_kids,purple,pink,green,4,9,Sunday,small
Night,foreigner,toddler,brown,green,black,5,9,Monday,big
Afternoon,indian,baby,brown,brown,red,5,7,Tuesday,big
Night,malay,no_kids,orange,green,blue,5,8,Sunday,big
Late Night,foreigner,baby,blue,brown,orange,4,9,Saturday,small
Evening,malay,toddler,red,orange,blue,3,10,Monday,big
Night,malay,young,orange,purple,blue,6,10,Tuesday,small
Early Morning,malay,toddler,white,white,purple,6,7,Tuesday,big
Morning,foreigner,no_kids,red,grey,blue_jeans,6,9,Friday,big
Evening,chinese,toddler,red,purple,purple,3,7,Sunday,big
Early Morning,indian,young,orange,purple,blue_jeans,5,10,Sunday,small
Night,malay,no_kids,purple,pink,blue,6,8,Wednesday,big
Early Morning,foreigner,toddler,orange,green,blue,3,8,Saturday,big
Night,malay,baby,black,pink,orange,4,8,Monday,big
Night,malay,young,brown,blue,grey,3,10,Wednesday,small
Early Morning,malay,baby,white,pink,red,5,9,Tuesday,small
Early Morning,chinese,no_kids,red,grey,grey,4,10,Wednesday,small
Evening,indian,toddler,white,yellow,blue_jeans,3,9,Friday,big
Late Night,malay,baby,green,yellow,red,5,9,Sunday,big
Evening,foreigner,young,purple,orange,orange,3,9,Friday,small
Evening,indian,baby,black,black,black,5,9,Sunday,big
Afternoon,indian,no_kids,white,red,black,5,10,Monday,big
Morning,foreigner,no_kids,brown,yellow,purple,6,9,Monday,big
Afternoon,chinese,toddler,black,yellow,blue,6,9,Tuesday,big
Morning,indian,baby,purple,pink,blue,3,10,Wednesday,small
Night,indian,toddler,green,pink,blue,3,9,Monday,small
Evening,indian,baby,blue,grey,blue,5,8,Wednesday,big
Afternoon,malay,young,yellow,black,white,4,10,Monday,big
Evening,indian,young,green,green,orange,3,7,Sunday,small
Early Morning,chinese,young,orange,white,yellow,6,9,Friday,small
Night,foreigner,no_kids,black,blue,white,6,10,Wednesday,small
Afternoon,chinese,baby,purple,white,orange,6,7,Wednesday,small
Afternoon,malay,no_kids,grey,white,orange,5,8,Thursday,small
Late Night,malay,no_kids,orange,red,grey,4,9,Sunday,big
Afternoon,chinese,no_kids,green,black,blue,6,7,Monday,big
Late Night,foreigner,baby,white,red,red,6,10,Thursday,big
Night,malay,young,black,red,yellow,6,7,Sunday,big
Afternoon,indian,toddler,grey,blue,red,3,8,Tuesday,small
Late Night,malay,baby,orange,red,red,5,7,Wednesday,small
Late Night,malay,toddler,grey,black,blue_jeans,5,10,Thursday,small
Evening,indian,toddler,pink,blue,purple,5,7,Saturday,big
Afternoon,malay,baby,brown,white,brown,5,9,Saturday,small
Afternoon,foreigner,toddler,pink,pink,brown,5,10,Thursday,small
Night,indian,no_kids,brown,blue,white,3,10,Wednesday,small
Afternoon,chinese,toddler,purple,green,black,4,7,Monday,big
Early Morning,chinese,toddler,white,red,grey,4,10,Sunday,big
Late Night,indian,toddler,pink,white,blue,3,9,Tuesday,small
Morning,foreigner,toddler,white,white,white,5,8,Thursday,big
Early Morning,chinese,no_kids,red,grey,red,5,7,Monday,big
Late Night,indian,baby,grey,purple,pink,6,7,Tuesday,small
Evening,malay,baby,orange,red,blue_jeans,6,10,Tuesday,big
Evening,indian,baby,green,red,blue,3,9,Thursday,small
Early Morning,malay,no_kids,white,pink,blue_jeans,4,8,Saturday,big
Evening,foreigner,no_kids,brown,pink,black,4,10,Wednesday,big
Night,foreigner,no_kids,grey,black,grey,4,10,Wednesday,small
Late Night,chinese,no_kids,brown,green,white,5,8,Sunday,small
Early Morning,indian,toddler,blue,purple,blue_jeans,6,10,Thursday,small
Morning,malay,toddler,black,pink,white,4,9,Friday,big
Evening,chinese,toddler,purple,brown,white,6,7,Thursday,big
Morning,chinese,no_kids,yellow,white,black,5,7,Wednesday,small
Late Night,chinese,no_kids,red,blue,orange,4,7,Monday,big
Evening,malay,toddler,green,orange,brown,4,7,Thursday,big
Night,foreigner,young,grey,green,blue_jeans,5,10,Thursday,small
Early Morning,indian,young,yellow,green,orange,6,9,Monday,small
Evening,foreigner,young,black,black,red,4,9,Sunday,small
Late Night,chinese,toddler,yellow,black,blue,3,10,Monday,small
Early Morning,indian,toddler,white,green,blue_jeans,6,8,Thursday,small
Late Night,foreigner,young,white,white,brown,4,10,Thursday,big
Morning,foreigner,toddler,red,brown,pink,3,7,Wednesday,small
Morning,chinese,toddler,purple,yellow,white,4,9,Tuesday,small
Late Night,chinese,young,yellow,grey,green,6,9,Tuesday,small
Late Night,foreigner,young,blue,purple,white,4,9,Sunday,small
Early Morning,foreigner,toddler,green,red,grey,5,10,Sunday,big
Evening,malay,no_kids,blue,pink,brown,6,7,Wednesday,small
Night,chinese,no_kids,brown,green,black,4,7,Thursday,big
Evening,foreigner,toddler,black,black,blue,3,10,Wednesday,big
Afternoon,chinese,no_kids,purple,red,green,5,10,Thursday,big
Night,foreigner,toddler,orange,blue,blue_jeans,4,8,Monday,small
Afternoon,chinese,young,brown,blue,black,5,8,Tuesday,small
Late Night,foreigner,toddler,pink,red,blue_jeans,4,10,Thursday,small
Late Night,chinese,toddler,red,black,grey,4,7,Monday,small
Afternoon,indian,baby,black,orange,black,4,9,Saturday,small
Evening,chinese,toddler,yellow,blue,purple,4,10,Tuesday,big
Early Morning,chinese,no_kids,blue,black,green,5,9,Monday,small
Morning,indian,baby,red,red,purple,3,10,Sunday,big
Afternoon,chinese,no_kids,red,black,blue,3,9,Saturday,big
Morning,malay,toddler,white,white,blue,3,9,Wednesday,big
Morning,malay,young,orange,black,brown,6,7,Sunday,big
Late Night,malay,toddler,orange,pink,blue,5,7,Saturday,small
Late Night,indian,no_kids,purple,blue,green,6,7,Friday,big
Morning,foreigner,toddler,purple,black,pink,6,10,Monday,small
Early Morning,foreigner,baby,brown,red,purple,4,10,Wednesday,big
Morning,malay,toddler,white,purple,blue,4,8,Saturday,big
Night,malay,young,pink,grey,grey,4,10,Wednesday,small
Morning,foreigner,toddler,pink,pink,pink,3,7,Saturday,small
Afternoon,foreigner,young,black,purple,green,4,9,Saturday,small
Evening,foreigner,toddler,brown,black,white,6,7,Thursday,small
Morning,indian,young,black,grey,white,6,8,Sunday,big
Morning,malay,no_kids,brown,black,blue,5,8,Thursday,big
Afternoon,chinese,toddler,grey,brown,blue_jeans,6,7,Wednesday,big
Afternoon,malay,no_kids,white,yellow,orange,3,10,Friday,big
Early Morning,indian,toddler,green,black,blue,5,10,Sunday,big
Afternoon,indian,young,red,brown,blue_jeans,5,10,Sunday,big
Morning,indian,toddler,white,blue,white,3,7,Thursday,small
Night,foreigner,toddler,brown,blue,red,3,7,Thursday,small
Evening,indian,baby,green,yellow,blue,5,7,Sunday,big
Evening,chinese,baby,black,pink,blue,6,8,Tuesday,big
Late Night,indian,toddler,yellow,blue,brown,3,7,Monday,small
Evening,indian,baby,red,brown,blue,5,10,Monday,big
Evening,chinese,young,green,blue,pink,6,10,Sunday,big
Afternoon,indian,baby,green,black,black,4,10,Saturday,small
Early Morning,foreigner,no_kids,red,brown,blue,6,8,Thursday,big
Late Night,chinese,no_kids,white,red,white,6,9,Monday,big
Early Morning,chinese,toddler,green,orange,grey,5,10,Thursday,big
Late Night,chinese,toddler,pink,grey,purple,5,7,Saturday,small
Morning,indian,toddler,purple,purple,blue,4,8,Friday,big
Late Night,indian,no_kids,orange,blue,pink,5,7,Saturday,small
Early Morning,indian,toddler,white,purple,brown,3,7,Monday,big
Evening,indian,young,red,purple,orange,6,7,Tuesday,big
Early Morning,foreigner,baby,red,purple,green,3,9,Thursday,big
Evening,indian,toddler,brown,black,blue_jeans,6,10,Wednesday,small
Early Morning,malay,toddler,grey,green,green,6,10,Friday,big
Night,chinese,baby,purple,green,red,4,9,Sunday,big
Afternoon,indian,no_kids,white,purple,orange,5,8,Thursday,big
Afternoon,foreigner,toddler,purple,orange,brown,5,8,Wednesday,small
Early Morning,malay,baby,black,grey,black,5,10,Saturday,small
Evening,indian,toddler,brown,blue,pink,5,8,Saturday,big
Evening,malay,young,red,red,blue,6,10,Wednesday,small
Late Night,indian,toddler,white,black,white,3,7,Thursday,big
Evening,indian,young,brown,purple,yellow,4,7,Sunday,big
Evening,chinese,toddler,green,brown,orange,5,8,Tuesday,big
Morning,malay,no_kids,green,orange,green,6,10,Tuesday,big
Evening,chinese,toddler,purple,red,blue,5,7,Saturday,small
Night,chinese,no_kids,blue,brown,blue,5,7,Sunday,big
Evening,indian,baby,red,black,orange,6,7,Saturday,small
Afternoon,foreigner,young,green,grey,brown,3,8,Friday,small
Evening,chinese,toddler,purple,yellow,pink,3,9,Monday,big
Late Night,malay,young,purple,black,black,3,7,Thursday,small
Afternoon,indian,young,black,red,black,5,9,Thursday,small
Morning,chinese,young,blue,black,black,6,8,Friday,big
Late Night,foreigner,toddler,yellow,orange,green,6,10,Monday,small
Morning,indian,no_kids,black,red,green,5,9,Friday,big
Morning,indian,baby,brown,yellow,pink,4,7,Saturday,big
Late Night,indian,young,black,black,grey,6,9,Tuesday,big
Afternoon,foreigner,baby,green,black,pink,3,8,Thursday,small
Early Morning,indian,baby,brown,green,blue,3,10,Wednesday,big
Night,indian,no_kids,red,brown,black,5,9,Thursday,big
Morning,indian,no_kids,black,orange,blue,4,9,Monday,big
Morning,chinese,no_kids,black,yellow,black,4,7,Monday,big
Evening,foreigner,toddler,purple,yellow,purple,3,10,Monday,small
Afternoon,foreigner,no_kids,yellow,white,blue_jeans,4,9,Friday,big
Morning,malay,toddler,green,grey,black,4,10,Saturday,big
Night,foreigner,young,green,orange,orange,3,10,Friday,big
Night,indian,baby,yellow,brown,green,3,7,Monday,small
Afternoon,indian,toddler,pink,brown,white,6,9,Tuesday,big
Evening,indian,young,orange,black,blue,3,9,Monday,small
Afternoon,indian,baby,pink,red,pink,6,9,Friday,small
Night,indian,toddler,yellow,red,brown,4,9,Friday,small
Morning,indian,baby,purple,orange,blue_jeans,3,8,Tuesday,small
Night,malay,no_kids,white,brown,orange,6,10,Saturday,big
Early Morning,chinese,young,blue,purple,green,6,9,Saturday,small
Morning,foreigner,toddler,brown,black,grey,3,9,Wednesday,small
Evening,chinese,baby,red,red,blue,3,10,Wednesday,small
Late Night,chinese,no_kids,purple,purple,white,4,8,Tuesday,big
Early Morning,indian,toddler,orange,black,red,6,9,Monday,big
Morning,chinese,toddler,blue,black,red,6,10,Sunday,big
Late Night,indian,no_kids,yellow,blue,blue,6,10,Tuesday,small
Morning,foreigner,no_kids,white,white,brown,4,8,Saturday,big
Late Night,chinese,toddler,blue,red,blue_jeans,6,8,Sunday,small
Early Morning,indian,baby,black,purple,blue,3,7,Thursday,small
Evening,chinese,young,brown,orange,blue,6,7,Thursday,big
Early Morning,foreigner,baby,blue,black,red,4,8,Sunday,big
Early Morning,chinese,toddler,red,yellow,blue_jeans,6,7,Saturday,small
Morning,foreigner,toddler,blue,green,blue,4,8,Tuesday,small
Night,chinese,young,yellow,green,red,5,10,Wednesday,big
Night,chinese,young,blue,yellow,brown,6,8,Monday,small
Late Night,chinese,toddler,purple,brown,orange,6,10,Wednesday,big
Night,chinese,toddler,black,pink,blue,6,8,Sunday,small
Night,foreigner,no_kids,red,black,blue,4,9,Friday,big
Afternoon,chinese,no_kids,green,red,black,5,7,Friday,big
Early Morning,indian,baby,brown,yellow,blue,6,10,Wednesday,big
Late Night,malay,young,orange,brown,purple,5,8,Thursday,big
Night,malay,no_kids,yellow,grey,grey,6,8,Saturday,small
Night,chinese,baby,pink,pink,pink,4,10,Monday,big
Early Morning,chinese,baby,green,black,orange,6,7,Saturday,big
Evening,indian,young,pink,purple,blue,3,8,Wednesday,big
Afternoon,foreigner,toddler,red,blue,orange,5,8,Monday,small
Evening,chinese,young,green,purple,yellow,6,8,Friday,big
Afternoon,indian,young,white,grey,orange,4,9,Wednesday,small
Night,foreigner,baby,white,blue,red,5,10,Friday,big
Early Morning,indian,toddler,purple,blue,black,4,8,Thursday,big
Early Morning,malay,no_kids,grey,black,grey,3,9,Sunday,small
Late Night,indian,no_kids,blue,brown,blue,4,10,Sunday,big
Evening,indian,baby,pink,black,pink,5,9,Tuesday,big
Afternoon,foreigner,young,purple,blue,brown,3,10,Saturday,small
Night,malay,no_kids,orange,red,orange,4,10,Friday,big
Afternoon,malay,toddler,yellow,green,black,4,10,Sunday,big
Afternoon,indian,toddler,red,grey,pink,6,8,Tuesday,small
Early Morning,chinese,baby,brown,yellow,brown,6,10,Tuesday,small
Early Morning,foreigner,young,yellow,yellow,blue,6,10,Tuesday,small
Afternoon,chinese,no_kids,brown,orange,black,3,10,Tuesday,small
Early Morning,foreigner,young,pink,purple,yellow,3,9,Thursday,small
Evening,chinese,no_kids,brown,blue,blue_jeans,4,8,Monday,small
Afternoon,malay,young,red,black,black,4,10,Sunday,small
Night,foreigner,no_kids,yellow,yellow,blue,5,10,Wednesday,small
Early Morning,malay,young,grey,grey,red,4,10,Sunday,small
Late Night,chinese,toddler,yellow,purple,purple,6,9,Wednesday,big
Evening,chinese,no_kids,yellow,black,grey,4,7,Sunday,small
Morning,malay,baby,white,black,pink,3,8,Monday,big
Afternoon,foreigner,young,grey,blue,orange,3,10,Tuesday,small
Late Night,malay,no_kids,brown,purple,black,5,7,Friday,big
Night,foreigner,no_kids,grey,black,orange,5,7,Tuesday,small
Evening,chinese,toddler,orange,yellow,black,6,9,Tuesday,small
Evening,foreigner,toddler,orange,white,green,5,8,Saturday,small
Afternoon,malay,toddler,blue,pink,pink,4,8,Thursday,small
Early Morning,chinese,baby,pink,black,blue_jeans,5,9,Friday,small
Evening,foreigner,no_kids,yellow,brown,purple,3,9,Thursday,small
Morning,indian,no_kids,red,purple,green,5,8,Sunday,small
Morning,indian,baby,black,brown,pink,4,10,Monday,big
Late Night,foreigner,baby,white,brown,blue_jeans,3,9,Friday,small
Morning,indian,toddler,blue,pink,black,5,9,Friday,big
Night,chinese,no_kids,yellow,blue,green,5,7,Saturday,small
Night,malay,no_kids,black,pink,red,4,7,Wednesday,big
Early Morning,foreigner,toddler,pink,purple,blue,3,9,Monday,big
Night,indian,toddler,pink,brown,brown,6,10,Friday,big
Evening,malay,baby,white,green,brown,4,10,Monday,big
Early Morning,foreigner,toddler,pink,black,blue,5,10,Sunday,big
Night,chinese,toddler,grey,red,blue_jeans,5,10,Thursday,big
Night,foreigner,baby,brown,black,blue,4,10,Thursday,big
Early Morning,foreigner,no_kids,red,blue,yellow,5,8,Friday,small
Early Morning,foreigner,no_kids,green,blue,brown,4,7,Friday,small
Afternoon,foreigner,no_kids,pink,black,orange,6,10,Saturday,small
Night,chinese,young,green,grey,blue_jeans,5,8,Saturday,small
Morning,foreigner,no_kids,pink,green,black,3,10,Saturday,small
Night,malay,toddler,white,yellow,blue,5,8,Tuesday,small
Morning,chinese,baby,brown,purple,orange,3,10,Sunday,big
Night,foreigner,toddler,blue,pink,blue_jeans,4,8,Saturday,big
Evening,chinese,no_kids,blue,orange,blue,4,7,Saturday,small
Evening,malay,young,blue,grey,grey,4,10,Wednesday,big
Night,malay,baby,blue,brown,grey,4,7,Friday,small
Morning,chinese,young,purple,orange,green,5,8,Tuesday,small
Evening,chinese,toddler,pink,yellow,blue,6,10,Saturday,small
Evening,malay,young,grey,black,blue,4,9,Friday,small
Early Morning,foreigner,toddler,brown,pink,grey,4,10,Tuesday,big
Early Morning,chinese,no_kids,grey,yellow,black,4,7,Monday,small
Early Morning,chinese,young,black,grey,orange,6,9,Wednesday,big
Late Night,foreigner,toddler,white,pink,brown,5,7,Thursday,big
Evening,chinese,no_kids,blue,black,pink,6,10,Saturday,big
Night,chinese,toddler,blue,grey,pink,4,8,Thursday,big
Evening,foreigner,no_kids,yellow,brown,red,4,10,Wednesday,big
Late Night,chinese,baby,orange,red,yellow,4,10,Friday,small
Evening,malay,toddler,pink,yellow,orange,3,9,Thursday,small
Early Morning,chinese,toddler,grey,grey,blue,6,8,Friday,big
Evening,indian,young,orange,black,black,5,9,Tuesday,big
Early Morning,indian,toddler,brown,orange,white,5,8,Monday,big
Evening,indian,no_kids,orange,orange,black,6,10,Tuesday,big
Early Morning,foreigner,baby,green,white,white,6,8,Saturday,small
Night,indian,no_kids,pink,grey,green,6,7,Wednesday,small
Night,foreigner,no_kids,green,orange,blue,4,10,Tuesday,small
Afternoon,malay,toddler,yellow,purple,orange,5,7,Wednesday,small
Afternoon,chinese,young,yellow,yellow,purple,4,7,Friday,big
Afternoon,foreigner,toddler,blue,red,grey,3,7,Monday,big
Night,malay,toddler,yellow,black,grey,4,9,Friday,big
Evening,chinese,no_kids,grey,orange,grey,3,8,Wednesday,big
Evening,foreigner,no_kids,black,black,black,4,10,Friday,small
Early Morning,chinese,toddler,black,orange,red,4,10,Wednesday,big
Afternoon,malay,toddler,black,white,blue,3,7,Thursday,big
Afternoon,foreigner,toddler,red,grey,orange,4,8,Sunday,small
Evening,malay,no_kids,green,pink,pink,4,8,Saturday,big
Evening,chinese,toddler,green,red,brown,4,8,Tuesday,small
Evening,foreigner,no_kids,white,yellow,purple,5,9,Wednesday,small
Night,malay,toddler,white,brown,green,4,7,Sunday,big
Morning,foreigner,toddler,pink,white,orange,5,7,Tuesday,small
Morning,malay,toddler,grey,grey,blue_jeans,3,10,Friday,small
Night,chinese,toddler,yellow,orange,brown,6,9,Saturday,big
Night,chinese,young,brown,yellow,grey,4,9,Friday,small
Night,foreigner,baby,pink,black,blue,3,8,Saturday,small
Morning,indian,toddler,grey,brown,orange,5,9,Tuesday,small
Early Morning,chinese,toddler,grey,green,red,4,7,Monday,big
Late Night,malay,baby,yellow,yellow,blue_jeans,4,10,Saturday,small
Afternoon,malay,toddler,blue,pink,purple,6,8,Wednesday,big
Morning,malay,young,brown,blue,black,6,10,Friday,small
Afternoon,chinese,toddler,red,grey,purple,5,9,Friday,big
Night,foreigner,no_kids,black,pink,orange,4,8,Friday,small
Early Morning,foreigner,toddler,brown,green,green,3,9,Monday,small
Evening,malay,young,blue,black,blue,5,9,Monday,big
Afternoon,indian,no_kids,green,black,purple,3,8,Tuesday,small
Evening,malay,baby,green,orange,blue,5,8,Sunday,big
Late Night,chinese,baby,brown,blue,black,5,10,Friday,small
Early Morning,foreigner,baby,grey,green,purple,4,9,Monday,big
Morning,indian,toddler,pink,blue,purple,6,8,Tuesday,big
Morning,indian,no_kids,yellow,yellow,blue,4,8,Tuesday,small
Evening,foreigner,baby,yellow,blue,grey,5,9,Wednesday,big
Afternoon,foreigner,toddler,red,black,white,6,7,Wednesday,big
Night,foreigner,toddler,brown,purple,black,5,7,Saturday,small
Morning,indian,baby,blue,white,black,4,8,Wednesday,big
Morning,chinese,baby,grey,pink,orange,4,9,Friday,small
Night,indian,young,pink,pink,brown,6,7,Thursday,small
Afternoon,malay,no_kids,black,black,pink,5,9,Friday,big
Evening,chinese,no_kids,purple,yellow,yellow,3,7,Wednesday,small
Evening,indian,no_kids,brown,red,purple,3,10,Thursday,big
Afternoon,chinese,toddler,purple,purple,purple,3,10,Wednesday,big
Afternoon,malay,toddler,purple,white,green,6,9,Wednesday,big
Morning,foreigner,young,grey,red,blue,6,10,Sunday,small
Morning,chinese,toddler,purple,red,blue,4,10,Wednesday,big
Late Night,malay,young,green,yellow,yellow,5,7,Monday,big
Evening,chinese,toddler,green,orange,black,5,8,Tuesday,big
Early Morning,foreigner,no_kids,brown,black,purple,4,9,Sunday,big
Late Night,indian,toddler,blue,grey,blue_jeans,5,9,Tuesday,small
Night,foreigner,toddler,grey,black,white,5,9,Sunday,big
Late Night,indian,toddler,white,white,red,5,9,Sunday,big
Night,indian,young,white,black,black,4,7,Saturday,big
Afternoon,indian,toddler,white,orange,orange,6,9,Monday,big
Afternoon,malay,toddler,brown,orange,blue,4,9,Wednesday,small
Afternoon,foreigner,toddler,black,yellow,grey,6,9,Saturday,small
Afternoon,foreigner,toddler,yellow,grey,black,6,9,Sunday,small
Late Night,indian,young,orange,black,grey,3,10,Wednesday,big
Early Morning,foreigner,no_kids,red,black,blue_jeans,4,8,Monday,big
Evening,foreigner,no_kids,orange,blue,blue,5,8,Sunday,small
Afternoon,foreigner,no_kids,white,orange,pink,6,9,Saturday,small
Afternoon,foreigner,baby,orange,blue,blue,3,8,Tuesday,big
Night,indian,young,green,purple,black,4,10,Thursday,small
Morning,foreigner,baby,pink,black,yellow,5,8,Tuesday,small
Morning,foreigner,toddler,yellow,white,yellow,5,10,Friday,small
Afternoon,chinese,young,grey,grey,blue_jeans,3,7,Saturday,big
Night,indian,toddler,orange,red,white,6,8,Sunday,small
Night,indian,baby,green,yellow,green,6,10,Sunday,small
Early Morning,indian,baby,red,red,purple,5,10,Sunday,small
Evening,indian,no_kids,black,green,orange,4,10,Friday,big
Early Morning,foreigner,no_kids,grey,purple,green,5,10,Friday,big
Evening,malay,toddler,yellow,yellow,blue,5,8,Saturday,big
Night,chinese,young,green,black,orange,4,9,Saturday,big
Late Night,chinese,toddler,black,pink,brown,3,9,Thursday,small
Night,foreigner,baby,brown,orange,blue,4,7,Friday,small
Late Night,foreigner,no_kids,white,pink,red,6,10,Sunday,small
Morning,chinese,baby,grey,blue,blue_jeans,6,7,Friday,big
Afternoon,malay,baby,blue,red,blue_jeans,3,7,Wednesday,small
Night,chinese,baby,blue,black,pink,3,8,Friday,big
Morning,indian,toddler,blue,yellow,green,6,9,Monday,small
Evening,chinese,baby,red,orange,orange,3,10,Monday,small
Late Night,foreigner,young,red,grey,white,4,9,Tuesday,small
Morning,indian,young,purple,black,yellow,5,9,Thursday,big
Night,chinese,no_kids,brown,pink,purple,6,8,Saturday,big
Early Morning,foreigner,young,orange,yellow,brown,5,8,Saturday,big
Early Morning,foreigner,young,blue,brown,pink,4,8,Tuesday,big
Morning,chinese,toddler,pink,red,blue_jeans,3,9,Thursday,big
Early Morning,indian,toddler,grey,brown,orange,3,9,Monday,big
Night,indian,toddler,purple,black,purple,3,10,Wednesday,small
Night,chinese,baby,purple,black,white,5,8,Monday,big
Late Night,malay,toddler,red,brown,purple,6,10,Tuesday,big
Night,chinese,no_kids,blue,brown,yellow,3,8,Thursday,small
Night,chinese,toddler,orange,blue,orange,3,8,Wednesday,small
Evening,chinese,baby,pink,blue,blue,6,9,Wednesday,small
Morning,malay,no_kids,green,white,brown,3,8,Wednesday,small
Early Morning,malay,no_kids,brown,yellow,purple,6,10,Thursday,small
Night,foreigner,young,purple,yellow,orange,4,7,Saturday,big
Night,malay,toddler,orange,purple,blue_jeans,4,10,Sunday,small
Night,indian,young,brown,blue,blue,4,8,Sunday,small
Evening,indian,baby,white,red,blue,6,7,Wednesday,big
Early Morning,chinese,young,pink,pink,green,6,7,Wednesday,big
Night,foreigner,toddler,purple,white,black,6,7,Tuesday,big
Afternoon,malay,no_kids,pink,orange,orange,5,8,Monday,big
Late Night,malay,young,yellow,green,blue_jeans,3,9,Thursday,big
Evening,chinese,baby,green,white,white,4,9,Saturday,big
Late Night,indian,no_kids,black,grey,white,3,9,Monday,big
Afternoon,chinese,toddler,orange,grey,black,5,9,Tuesday,big
Night,foreigner,no_kids,red,yellow,purple,4,10,Friday,big
Morning,foreigner,toddler,orange,white,blue,6,7,Sunday,big
Early Morning,malay,no_kids,blue,red,red,5,8,Thursday,small
Late Night,foreigner,no_kids,pink,purple,red,3,7,Saturday,big
Early Morning,malay,toddler,brown,yellow,brown,4,8,Saturday,big
Morning,foreigner,toddler,pink,blue,purple,3,9,Sunday,big
Morning,indian,young,brown,black,purple,6,7,Tuesday,small
Morning,indian,toddler,red,white,blue,5,8,Sunday,big
Late Night,chinese,young,purple,black,blue,4,7,Saturday,small
Evening,indian,toddler,grey,green,blue,3,10,Friday,big
Early Morning,chinese,toddler,black,green,brown,5,7,Monday,small
Late Night,indian,toddler,orange,purple,yellow,3,8,Friday,big
Night,malay,no_kids,red,orange,grey,6,8,Tuesday,big
Late Night,malay,no_kids,yellow,purple,blue,3,9,Friday,small
Afternoon,malay,no_kids,green,white,grey,6,7,Monday,big
Early Morning,chinese,baby,black,black,black,3,8,Saturday,small
Late Night,indian,young,pink,grey,white,3,10,Sunday,big
Morning,malay,baby,purple,black,blue_jeans,4,7,Wednesday,big
Evening,malay,toddler,green,blue,red,3,9,Tuesday,big
Early Morning,chinese,young,black,red,black,3,9,Friday,small
Late Night,foreigner,young,brown,pink,yellow,4,7,Thursday,small
Morning,malay,young,blue,orange,grey,3,10,Thursday,small
Early Morning,malay,young,pink,green,yellow,5,10,Tuesday,big
Night,indian,toddler,grey,green,purple,6,10,Friday,big
Afternoon,malay,young,pink,grey,purple,4,7,Monday,small
Late Night,chinese,toddler,red,white,grey,4,10,Thursday,big
Night,chinese,young,black,blue,pink,6,9,Monday,small
Evening,chinese,young,yellow,grey,yellow,4,10,Saturday,small
Late Night,indian,toddler,red,orange,grey,3,10,Monday,small
Early Morning,chinese,toddler,blue,black,brown,6,8,Thursday,big
Afternoon,chinese,baby,brown,orange,orange,3,8,Friday,big
Afternoon,malay,baby,pink,black,yellow,6,7,Tuesday,big
Afternoon,malay,baby,black,white,red,3,8,Wednesday,small
Late Night,malay,baby,black,red,green,4,8,Saturday,big
Afternoon,foreigner,no_kids,blue,white,blue,6,9,Wednesday,small
Late Night,malay,no_kids,yellow,black,black,6,7,Monday,big
Late Night,foreigner,no_kids,grey,yellow,grey,5,10,Monday,small
Morning,foreigner,toddler,pink,orange,blue,6,7,Wednesday,small
Early Morning,indian,toddler,blue,green,black,4,9,Friday,big
Early Morning,chinese,no_kids,pink,black,white,6,10,Sunday,big
Afternoon,malay,no_kids,white,purple,orange,6,8,Thursday,big
Late Night,foreigner,toddler,yellow,blue,red,5,10,Sunday,small
Night,foreigner,young,red,blue,black,4,8,Sunday,small
Evening,foreigner,toddler,orange,pink,green,4,9,Thursday,small
Afternoon,indian,no_kids,grey,yellow,red,5,8,Monday,big
Early Morning,malay,baby,green,white,purple,6,7,Wednesday,big
